ÀÏÀÚ,¼Û±Ý,,ÇöÂû,,¸Å¸Å±âÁØÀ²,±âÁØÈ¯À²,´ë¹ÌÈ¯»êÀ²
,º¸³»½Ç¶§,¹ÞÀ¸½Ç¶§,»ç½Ç¶§,ÆÄ½Ç¶§,(ÀüÀÏ´ëºñ),,
2006.07.27,961.40,943.00,968.86,935.54,952.20ÇÏ¶ô-2.40,953.90,1.0000
2006.07.26,963.80,945.40,971.30,937.90,954.60»ó½Â2.50,952.40,1.0000
2006.07.25,961.30,942.90,968.76,935.44,952.10ÇÏ¶ô-0.70,951.20,1.0000
2006.07.24,962.00,943.60,969.47,936.13,952.80»ó½Â2.80,952.70,1.0000
2006.07.21,959.20,940.80,966.62,933.38,950.00ÇÏ¶ô-3.00,951.30,1.0000
2006.07.20,962.20,943.80,969.67,936.33,953.00ÇÏ¶ô-4.80,958.40,1.0000
2006.07.19,967.00,948.60,974.56,941.04,957.80»ó½Â0.30,957.40,1.0000
2006.07.18,966.70,948.30,974.25,940.75,957.50»ó½Â3.70,952.90,1.0000
2006.07.14,963.00,944.60,970.49,937.11,953.80»ó½Â4.60,950.10,1.0000
2006.07.13,958.40,940.00,965.81,932.59,949.20»ó½Â0.40,948.80,1.0000
2006.07.12,958.00,939.60,965.40,932.20,948.80»ó½Â2.00,945.00,1.0000
2006.07.11,955.90,937.70,963.36,930.24,946.80»ó½Â4.80,942.50,1.0000
2006.07.10,951.10,932.90,958.48,925.52,942.00ÇÏ¶ô-5.60,946.30,1.0000
2006.07.07,956.70,938.50,964.18,931.02,947.60ÇÏ¶ô-1.90,949.70,1.0000
2006.07.06,958.70,940.30,966.11,932.89,949.50»ó½Â2.80,945.90,1.0000
2006.07.05,955.80,937.60,963.26,930.14,946.70»ó½Â3.30,942.20,1.0000
2006.07.04,952.50,934.30,959.90,926.90,943.40ÇÏ¶ô-1.50,944.70,1.0000
2006.07.03,954.00,935.80,961.43,928.37,944.90ÇÏ¶ô-4.60,952.60,1.0000
2006.06.30,958.70,940.30,966.11,932.89,949.50ÇÏ¶ô-11.10,960.30,1.0000
2006.06.29,969.90,951.30,977.41,943.79,960.60»ó½Â2.90,958.30,1.0000
2006.06.28,966.90,948.50,974.45,940.95,957.70ÇÏ¶ô-1.10,958.10,1.0000
2006.06.27,968.10,949.50,975.57,942.03,958.80ÇÏ¶ô-0.70,958.80,1.0000
2006.06.26,968.80,950.20,976.29,942.71,959.50»ó½Â2.50,958.70,1.0000
2006.06.23,966.20,947.80,973.74,940.26,957.00»ó½Â1.00,954.30,1.0000
2006.06.22,965.20,946.80,972.73,939.27,956.00»ó½Â0.20,954.60,1.0000
2006.06.21,965.00,946.60,972.52,939.08,955.80ÇÏ¶ô-0.80,960.90,1.0000
2006.06.20,965.80,947.40,973.34,939.86,956.60ÇÏ¶ô-5.70,961.70,1.0000
2006.06.19,971.60,953.00,979.14,945.46,962.30»ó½Â6.30,955.20,1.0000
2006.06.16,965.20,946.80,972.73,939.27,956.00ÇÏ¶ô-3.50,959.40,1.0000
2006.06.15,968.80,950.20,976.29,942.71,959.50ÇÏ¶ô-1.50,962.10,1.0000
2006.06.14,970.30,951.70,977.81,944.19,961.00»ó½Â1.00,960.90,1.0000
2006.06.13,969.30,950.70,976.80,943.20,960.00»ó½Â2.70,956.60,1.0000
2006.06.12,966.50,948.10,974.05,940.55,957.30»ó½Â1.80,954.10,1.0000
2006.06.09,964.70,946.30,972.22,938.78,955.50ÇÏ¶ô-0.50,951.10,1.0000
2006.06.08,965.20,946.80,972.73,939.27,956.00»ó½Â7.00,947.70,1.0000
2006.06.07,958.20,939.80,965.60,932.40,949.00»ó½Â5.00,943.80,1.0000
2006.06.05,953.10,934.90,960.52,927.48,944.00ÇÏ¶ô-5.00,946.80,1.0000
2006.06.02,958.20,939.80,965.60,932.40,949.00,947.40,1.0000
2006.06.01,958.20,939.80,965.60,932.40,949.00»ó½Â3.40,947.60,1.0000
2006.05.30,954.70,936.50,962.14,929.06,945.60ÇÏ¶ô-1.80,947.40,1.0000
2006.05.29,956.50,938.30,963.97,930.83,947.40»ó½Â1.80,946.30,1.0000
2006.05.26,954.70,936.50,962.14,929.06,945.60ÇÏ¶ô-3.50,949.20,1.0000
2006.05.25,958.30,939.90,965.70,932.50,949.10»ó½Â3.10,949.40,1.0000
2006.05.24,955.10,936.90,962.55,929.45,946.00»ó½Â2.10,947.20,1.0000
2006.05.23,953.00,934.80,960.41,927.39,943.90ÇÏ¶ô-8.40,950.10,1.0000
2006.05.22,961.50,943.10,968.96,935.64,952.30»ó½Â6.00,944.80,1.0000
2006.05.19,955.40,937.20,962.86,929.74,946.30»ó½Â3.30,944.50,1.0000
2006.05.18,952.10,933.90,959.50,926.50,943.00»ó½Â9.00,937.60,1.0000
2006.05.17,943.00,925.00,950.34,917.66,934.00ÇÏ¶ô-14.00,946.70,1.0000
2006.05.16,957.10,938.90,964.59,931.41,948.00»ó½Â3.00,940.20,1.0000
2006.05.15,954.10,935.90,961.53,928.47,945.00»ó½Â12.30,933.70,1.0000
2006.05.12,941.70,923.70,949.02,916.38,932.70ÇÏ¶ô-2.90,934.50,1.0000
2006.05.11,944.60,926.60,951.97,919.23,935.60»ó½Â6.00,931.70,1.0000
2006.05.10,938.60,920.60,945.86,913.34,929.60ÇÏ¶ô-2.40,933.10,1.0000
2006.05.09,941.00,923.00,948.31,915.69,932.00»ó½Â3.00,930.70,1.0000
2006.05.08,938.00,920.00,945.25,912.75,929.00ÇÏ¶ô-10.60,939.10,1.0000
2006.05.04,948.70,930.50,956.04,923.16,939.60»ó½Â3.10,935.80,1.0000
2006.05.03,945.50,927.50,952.88,920.12,936.50ÇÏ¶ô-3.60,941.90,1.0000
2006.05.02,949.20,931.00,956.55,923.65,940.10ÇÏ¶ô-3.30,944.10,1.0000
2006.04.28,952.50,934.30,959.90,926.90,943.40ÇÏ¶ô-1.50,945.70,1.0000
2006.04.27,954.00,935.80,961.43,928.37,944.90ÇÏ¶ô-1.60,947.40,1.0000
2006.04.26,955.60,937.40,963.06,929.94,946.50»ó½Â2.50,941.80,1.0000
2006.04.25,953.10,934.90,960.52,927.48,944.00»ó½Â4.20,940.50,1.0000
2006.04.24,948.90,930.70,956.24,923.36,939.80ÇÏ¶ô-8.80,947.20,1.0000
2006.04.21,957.80,939.40,965.20,932.00,948.60»ó½Â0.10,947.50,1.0000
2006.04.20,957.70,939.30,965.09,931.91,948.50»ó½Â2.90,947.30,1.0000
2006.04.19,954.70,936.50,962.14,929.06,945.60ÇÏ¶ô-8.90,953.00,1.0000
2006.04.18,963.70,945.30,971.20,937.80,954.50ÇÏ¶ô-1.10,955.30,1.0000
2006.04.17,964.80,946.40,972.32,938.88,955.60ÇÏ¶ô-2.80,961.40,1.0000
2006.04.14,967.60,949.20,975.17,941.63,958.40ÇÏ¶ô-3.10,960.40,1.0000
2006.04.13,970.80,952.20,978.32,944.68,961.50»ó½Â1.10,955.60,1.0000
2006.04.12,969.70,951.10,977.20,943.60,960.40»ó½Â5.70,954.10,1.0000
2006.04.11,963.90,945.50,971.40,938.00,954.70»ó½Â1.10,952.90,1.0000
2006.04.10,962.80,944.40,970.28,936.92,953.60»ó½Â0.40,952.40,1.0000
2006.04.07,962.40,944.00,969.88,936.52,953.20ÇÏ¶ô-0.80,954.90,1.0000
2006.04.06,963.20,944.80,970.69,937.31,954.00ÇÏ¶ô-3.30,959.50,1.0000
2006.04.05,966.50,948.10,974.05,940.55,957.30ÇÏ¶ô-5.90,966.10,1.0000
2006.04.04,972.50,953.90,980.05,946.35,963.20ÇÏ¶ô-8.80,970.70,1.0000
2006.04.03,981.40,962.60,989.01,954.99,972.00»ó½Â0.40,975.00,1.0000
2006.03.31,981.00,962.20,988.60,954.60,971.60ÇÏ¶ô-4.50,975.90,1.0000
2006.03.30,985.50,966.70,993.18,959.02,976.10»ó½Â0.10,978.10,1.0000
2006.03.29,985.40,966.60,993.08,958.92,976.00ÇÏ¶ô-0.80,975.80,1.0000
2006.03.28,986.20,967.40,993.89,959.71,976.80»ó½Â1.10,976.30,1.0000
2006.03.27,985.10,966.30,992.77,958.63,975.70ÇÏ¶ô-3.40,980.80,1.0000
2006.03.24,988.50,969.70,996.23,961.97,979.10»ó½Â3.50,973.70,1.0000
2006.03.23,985.00,966.20,992.67,958.53,975.60»ó½Â2.00,971.50,1.0000
2006.03.22,983.00,964.20,990.63,956.57,973.60»ó½Â5.20,967.30,1.0000
2006.03.21,977.70,959.10,985.34,951.46,968.40»ó½Â1.30,969.10,1.0000
2006.03.20,976.40,957.80,984.02,950.18,967.10ÇÏ¶ô-4.10,971.90,1.0000
2006.03.17,980.60,961.80,988.19,954.21,971.20ÇÏ¶ô-3.80,974.40,1.0000
2006.03.16,984.40,965.60,992.06,957.94,975.00»ó½Â0.20,974.70,1.0000
2006.03.15,984.20,965.40,991.85,957.75,974.80ÇÏ¶ô-1.20,977.50,1.0000
2006.03.14,985.40,966.60,993.08,958.92,976.00ÇÏ¶ô-4.60,981.60,1.0000
2006.03.13,990.10,971.10,997.76,963.44,980.60»ó½Â0.40,982.60,1.0000
2006.03.10,989.70,970.70,997.35,963.05,980.20ÇÏ¶ô-2.00,981.20,1.0000
2006.03.09,991.70,972.70,999.38,965.02,982.20ÇÏ¶ô-0.80,980.20,1.0000
2006.03.08,992.50,973.50,"1,000.20",965.80,983.00»ó½Â4.00,976.70,1.0000
2006.03.07,988.40,969.60,996.13,961.87,979.00»ó½Â4.10,973.30,1.0000
2006.03.06,984.30,965.50,991.96,957.84,974.90»ó½Â1.40,969.00,1.0000
2006.03.03,982.90,964.10,990.53,956.47,973.50»ó½Â4.40,969.80,1.0000
2006.03.02,978.50,959.70,986.05,952.15,969.10ÇÏ¶ô-1.80,970.60,1.0000
2006.02.28,980.30,961.50,987.89,953.91,970.90»ó½Â1.90,969.00,1.0000
2006.02.27,978.30,959.70,985.95,952.05,969.00»ó½Â2.60,964.70,1.0000
2006.02.24,975.70,957.10,983.31,949.49,966.40ÇÏ¶ô-2.60,972.60,1.0000
2006.02.23,978.30,959.70,985.95,952.05,969.00ÇÏ¶ô-5.70,973.30,1.0000
2006.02.22,984.10,965.30,991.75,957.65,974.70»ó½Â6.10,968.20,1.0000
2006.02.21,977.90,959.30,985.55,951.65,968.60»ó½Â1.40,968.00,1.0000
2006.02.20,976.50,957.90,984.12,950.28,967.20ÇÏ¶ô-6.30,974.10,1.0000
2006.02.17,982.90,964.10,990.53,956.47,973.50ÇÏ¶ô-2.50,976.40,1.0000
2006.02.16,985.40,966.60,993.08,958.92,976.00»ó½Â2.00,973.60,1.0000
2006.02.15,983.40,964.60,991.04,956.96,974.00»ó½Â4.10,973.90,1.0000
2006.02.14,979.30,960.50,986.87,952.93,969.90ÇÏ¶ô-6.80,974.50,1.0000
2006.02.13,986.10,967.30,993.79,959.61,976.70»ó½Â8.90,970.60,1.0000
2006.02.10,977.10,958.50,984.73,950.87,967.80ÇÏ¶ô-4.90,971.20,1.0000
2006.02.09,982.10,963.30,989.72,955.68,972.70»ó½Â2.70,970.00,1.0000
2006.02.08,979.40,960.60,986.97,953.03,970.00»ó½Â2.20,967.80,1.0000
2006.02.07,977.10,958.50,984.73,950.87,967.80»ó½Â5.20,966.50,1.0000
2006.02.06,971.90,953.30,979.44,945.76,962.60ÇÏ¶ô-7.40,970.60,1.0000
2006.02.03,979.40,960.60,986.97,953.03,970.00ÇÏ¶ô-2.00,969.70,1.0000
2006.02.02,981.40,962.60,989.01,954.99,972.00»ó½Â11.00,961.10,1.0000
2006.02.01,970.30,951.70,977.81,944.19,961.00ÇÏ¶ô-3.60,968.60,1.0000
2006.01.31,973.90,955.30,981.48,947.72,964.60ÇÏ¶ô-6.40,971.00,1.0000
2006.01.27,980.40,961.60,987.99,954.01,971.00»ó½Â3.00,967.80,1.0000
2006.01.26,977.30,958.70,984.94,951.06,968.00ÇÏ¶ô-2.00,977.20,1.0000
2006.01.25,979.40,960.60,986.97,953.03,970.00ÇÏ¶ô-6.50,977.50,1.0000
2006.01.24,985.90,967.10,993.58,959.42,976.50ÇÏ¶ô-4.80,980.90,1.0000
2006.01.23,990.80,971.80,998.47,964.13,981.30ÇÏ¶ô-6.20,986.80,1.0000
2006.01.20,997.00,978.00,"1,004.78",970.22,987.50»ó½Â2.50,986.10,1.0000
2006.01.19,994.50,975.50,"1,002.23",967.77,985.00ÇÏ¶ô-6.00,992.00,1.0000
2006.01.18,"1,000.60",981.40,"1,008.34",973.66,991.00»ó½Â1.90,988.20,1.0000
2006.01.17,998.60,979.60,"1,006.40",971.80,989.10»ó½Â6.60,982.80,1.0000
2006.01.16,992.00,973.00,999.69,965.31,982.50ÇÏ¶ô-4.00,982.70,1.0000
2006.01.13,996.00,977.00,"1,003.76",969.24,986.50»ó½Â12.50,976.30,1.0000
2006.01.12,983.40,964.60,991.04,956.96,974.00ÇÏ¶ô-11.50,984.40,1.0000
2006.01.11,995.00,976.00,"1,002.74",968.26,985.50»ó½Â3.40,981.70,1.0000
2006.01.10,991.60,972.60,999.28,964.92,982.10»ó½Â3.60,978.40,1.0000
2006.01.09,987.90,969.10,995.62,961.38,978.50ÇÏ¶ô-9.60,992.50,1.0000
2006.01.06,997.60,978.60,"1,005.39",970.81,988.10»ó½Â0.80,994.40,1.0000
2006.01.05,996.80,977.80,"1,004.57",970.03,987.30ÇÏ¶ô-9.20,999.40,1.0000
2006.01.04,"1,006.10",986.90,"1,013.93",979.07,996.50ÇÏ¶ô-8.90,"1,005.60",1.0000
2006.01.03,"1,015.10",995.70,"1,022.99",987.81,"1,005.40ÇÏ¶ô-2.60","1,008.90",1.0000
2006.01.02,"1,017.70",998.30,"1,025.64",990.36,"1,008.00»ó½Â4.00","1,013.00",1.0000
2005.12.30,"1,013.70",994.30,"1,021.57",986.43,"1,004.00ÇÏ¶ô-6.00","1,013.00",1.0000
2005.12.29,"1,019.70","1,000.30","1,027.67",992.33,"1,010.00ÇÏ¶ô-2.50","1,012.70",1.0000
2005.12.28,"1,022.30","1,002.70","1,030.21",994.79,"1,012.50","1,011.90",1.0000
2005.12.27,"1,022.30","1,002.70","1,030.21",994.79,"1,012.50»ó½Â0.50","1,012.20",1.0000
2005.12.26,"1,021.80","1,002.20","1,029.71",994.29,"1,012.00ÇÏ¶ô-1.50","1,014.80",1.0000
2005.12.23,"1,023.30","1,003.70","1,031.23",995.77,"1,013.50ÇÏ¶ô-4.50","1,018.10",1.0000
2005.12.22,"1,027.80","1,008.20","1,035.81","1,000.19","1,018.00","1,018.60",1.0000
2005.12.21,"1,027.80","1,008.20","1,035.81","1,000.19","1,018.00»ó½Â1.00","1,016.90",1.0000
2005.12.20,"1,026.80","1,007.20","1,034.79",999.21,"1,017.00ÇÏ¶ô-0.70","1,016.20",1.0000
2005.12.19,"1,027.50","1,007.90","1,035.50",999.90,"1,017.70»ó½Â0.70","1,016.30",1.0000
2005.12.16,"1,026.80","1,007.20","1,034.79",999.21,"1,017.00»ó½Â3.50","1,013.90",1.0000
2005.12.15,"1,023.30","1,003.70","1,031.23",995.77,"1,013.50ÇÏ¶ô-2.90","1,019.80",1.0000
2005.12.14,"1,026.20","1,006.60","1,034.18",998.62,"1,016.40ÇÏ¶ô-8.60","1,029.50",1.0000
2005.12.13,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00ÇÏ¶ô-8.00","1,033.90",1.0000
2005.12.12,"1,043.00","1,023.00","1,051.07","1,014.93","1,033.00ÇÏ¶ô-1.00","1,034.10",1.0000
2005.12.09,"1,044.00","1,024.00","1,052.09","1,015.91","1,034.00","1,034.30",1.0000
2005.12.08,"1,044.00","1,024.00","1,052.09","1,015.91","1,034.00ÇÏ¶ô-1.00","1,034.80",1.0000
2005.12.07,"1,045.00","1,025.00","1,053.11","1,016.89","1,035.00»ó½Â0.50","1,034.70",1.0000
2005.12.06,"1,044.50","1,024.50","1,052.60","1,016.40","1,034.50ÇÏ¶ô-2.00","1,037.90",1.0000
2005.12.05,"1,046.50","1,026.50","1,054.63","1,018.37","1,036.50ÇÏ¶ô-1.90","1,038.20",1.0000
2005.12.02,"1,048.40","1,028.40","1,056.57","1,020.23","1,038.40»ó½Â4.40","1,034.10",1.0000
2005.12.01,"1,044.00","1,024.00","1,052.09","1,015.91","1,034.00»ó½Â0.50","1,035.50",1.0000
2005.11.30,"1,043.50","1,023.50","1,051.58","1,015.42","1,033.50ÇÏ¶ô-2.80","1,036.30",1.0000
2005.11.29,"1,046.30","1,026.30","1,054.43","1,018.17","1,036.30ÇÏ¶ô-2.70","1,040.80",1.0000
2005.11.28,"1,049.00","1,029.00","1,057.18","1,020.82","1,039.00ÇÏ¶ô-2.20","1,041.10",1.0000
2005.11.25,"1,051.20","1,031.20","1,059.42","1,022.98","1,041.20»ó½Â3.30","1,037.40",1.0000
2005.11.24,"1,047.90","1,027.90","1,056.06","1,019.74","1,037.90»ó½Â1.90","1,038.00",1.0000
2005.11.23,"1,046.00","1,026.00","1,054.13","1,017.87","1,036.00ÇÏ¶ô-9.00","1,043.50",1.0000
2005.11.22,"1,055.10","1,034.90","1,063.28","1,026.72","1,045.00»ó½Â6.00","1,038.50",1.0000
2005.11.21,"1,049.00","1,029.00","1,057.18","1,020.82","1,039.00»ó½Â1.50","1,035.60",1.0000
2005.11.18,"1,047.50","1,027.50","1,055.65","1,019.35","1,037.50»ó½Â1.00","1,035.00",1.0000
2005.11.17,"1,046.50","1,026.50","1,054.63","1,018.37","1,036.50ÇÏ¶ô-1.00","1,036.00",1.0000
2005.11.16,"1,047.50","1,027.50","1,055.65","1,019.35","1,037.50»ó½Â3.50","1,035.50",1.0000
2005.11.15,"1,044.00","1,024.00","1,052.09","1,015.91","1,034.00ÇÏ¶ô-3.80","1,041.10",1.0000
2005.11.14,"1,047.80","1,027.80","1,055.96","1,019.64","1,037.80ÇÏ¶ô-3.60","1,043.30",1.0000
2005.11.11,"1,051.50","1,031.30","1,059.62","1,023.18","1,041.40ÇÏ¶ô-2.10","1,046.60",1.0000
2005.11.10,"1,053.60","1,033.40","1,061.76","1,025.24","1,043.50ÇÏ¶ô-3.50","1,046.40",1.0000
2005.11.09,"1,057.10","1,036.90","1,065.32","1,028.68","1,047.00ÇÏ¶ô-2.00","1,048.00",1.0000
2005.11.08,"1,059.10","1,038.90","1,067.35","1,030.65","1,049.00ÇÏ¶ô-0.50","1,050.10",1.0000
2005.11.07,"1,059.60","1,039.40","1,067.86","1,031.14","1,049.50»ó½Â1.60","1,047.80",1.0000
2005.11.04,"1,058.00","1,037.80","1,066.23","1,029.57","1,047.90»ó½Â4.40","1,042.30",1.0000
2005.11.03,"1,053.60","1,033.40","1,061.76","1,025.24","1,043.50»ó½Â3.00","1,042.50",1.0000
2005.11.02,"1,050.50","1,030.50","1,058.70","1,022.30","1,040.50ÇÏ¶ô-2.00","1,042.80",1.0000
2005.11.01,"1,052.60","1,032.40","1,060.74","1,024.26","1,042.50»ó½Â2.30","1,042.80",1.0000
2005.10.31,"1,050.20","1,030.20","1,058.40","1,022.00","1,040.20ÇÏ¶ô-2.10","1,042.70",1.0000
2005.10.28,"1,052.40","1,032.20","1,060.54","1,024.06","1,042.30ÇÏ¶ô-1.00","1,045.10",1.0000
2005.10.27,"1,053.40","1,033.20","1,061.55","1,025.05","1,043.30»ó½Â0.30","1,047.00",1.0000
2005.10.26,"1,053.10","1,032.90","1,061.25","1,024.75","1,043.00ÇÏ¶ô-10.00","1,054.50",1.0000
2005.10.25,"1,063.20","1,042.80","1,071.42","1,034.58","1,053.00ÇÏ¶ô-3.50","1,060.30",1.0000
2005.10.24,"1,066.70","1,046.30","1,074.98","1,038.02","1,056.50ÇÏ¶ô-1.00","1,054.90",1.0000
2005.10.21,"1,067.70","1,047.30","1,076.00","1,039.00","1,057.50»ó½Â2.00","1,054.60",1.0000
2005.10.20,"1,065.70","1,045.30","1,073.97","1,037.03","1,055.50ÇÏ¶ô-0.50","1,052.60",1.0000
2005.10.19,"1,066.20","1,045.80","1,074.48","1,037.52","1,056.00»ó½Â5.00","1,051.00",1.0000
2005.10.18,"1,061.10","1,040.90","1,069.39","1,032.61","1,051.00»ó½Â3.00","1,044.60",1.0000
2005.10.17,"1,058.10","1,037.90","1,066.34","1,029.66","1,048.00»ó½Â2.50","1,046.70",1.0000
2005.10.14,"1,055.60","1,035.40","1,063.79","1,027.21","1,045.50ÇÏ¶ô-3.50","1,046.40",1.0000
2005.10.13,"1,059.10","1,038.90","1,067.35","1,030.65","1,049.00»ó½Â6.10","1,043.60",1.0000
2005.10.12,"1,053.00","1,032.80","1,061.15","1,024.65","1,042.90»ó½Â1.40","1,040.50",1.0000
2005.10.11,"1,051.60","1,031.40","1,059.72","1,023.28","1,041.50»ó½Â4.00","1,038.40",1.0000
2005.10.10,"1,047.50","1,027.50","1,055.65","1,019.35","1,037.50»ó½Â0.30","1,037.30",1.0000
2005.10.07,"1,047.20","1,027.20","1,055.35","1,019.05","1,037.20ÇÏ¶ô-4.70","1,039.70",1.0000
2005.10.06,"1,052.00","1,031.80","1,060.13","1,023.67","1,041.90»ó½Â2.70","1,041.00",1.0000
2005.10.05,"1,049.20","1,029.20","1,057.38","1,021.02","1,039.20ÇÏ¶ô-1.80","1,043.40",1.0000
2005.10.04,"1,051.00","1,031.00","1,059.21","1,022.79","1,041.00ÇÏ¶ô-1.00","1,040.70",1.0000
2005.09.30,"1,052.10","1,031.90","1,060.23","1,023.77","1,042.00»ó½Â5.00","1,038.00",1.0000
2005.09.29,"1,047.00","1,027.00","1,055.14","1,018.86","1,037.00","1,037.50",1.0000
2005.09.28,"1,047.00","1,027.00","1,055.14","1,018.86","1,037.00»ó½Â1.20","1,034.30",1.0000
2005.09.27,"1,045.80","1,025.80","1,053.92","1,017.68","1,035.80»ó½Â1.10","1,035.20",1.0000
2005.09.26,"1,044.70","1,024.70","1,052.80","1,016.60","1,034.70»ó½Â4.70","1,028.90",1.0000
2005.09.23,"1,039.90","1,020.10","1,048.02","1,011.98","1,030.00»ó½Â3.00","1,027.20",1.0000
2005.09.22,"1,036.90","1,017.10","1,044.97","1,009.03","1,027.00ÇÏ¶ô-2.00","1,030.40",1.0000
2005.09.21,"1,038.90","1,019.10","1,047.00","1,011.00","1,029.00»ó½Â1.00","1,028.80",1.0000
2005.09.20,"1,037.90","1,018.10","1,045.99","1,010.01","1,028.00»ó½Â0.20","1,026.30",1.0000
2005.09.16,"1,037.70","1,017.90","1,045.78","1,009.82","1,027.80»ó½Â2.80","1,024.90",1.0000
2005.09.15,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00»ó½Â1.00","1,024.60",1.0000
2005.09.14,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00ÇÏ¶ô-3.00","1,026.70",1.0000
2005.09.13,"1,036.90","1,017.10","1,044.97","1,009.03","1,027.00»ó½Â2.10","1,024.40",1.0000
2005.09.12,"1,034.80","1,015.00","1,042.83","1,006.97","1,024.90ÇÏ¶ô-2.30","1,027.30",1.0000
2005.09.09,"1,037.10","1,017.30","1,045.17","1,009.23","1,027.20»ó½Â1.50","1,025.70",1.0000
2005.09.08,"1,035.60","1,015.80","1,043.64","1,007.76","1,025.70»ó½Â0.70","1,024.40",1.0000
2005.09.07,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00ÇÏ¶ô-0.50","1,024.30",1.0000
2005.09.06,"1,035.40","1,015.60","1,043.44","1,007.56","1,025.50»ó½Â2.00","1,024.40",1.0000
2005.09.05,"1,033.40","1,013.60","1,041.41","1,005.59","1,023.50ÇÏ¶ô-1.00","1,029.40",1.0000
2005.09.02,"1,034.40","1,014.60","1,042.42","1,006.58","1,024.50ÇÏ¶ô-11.90","1,035.70",1.0000
2005.09.01,"1,046.40","1,026.40","1,054.53","1,018.27","1,036.40ÇÏ¶ô-2.10","1,037.60",1.0000
2005.08.31,"1,048.50","1,028.50","1,056.67","1,020.33","1,038.50»ó½Â3.50","1,031.00",1.0000
2005.08.30,"1,045.00","1,025.00","1,053.11","1,016.89","1,035.00»ó½Â3.90","1,030.00",1.0000
2005.08.29,"1,041.10","1,021.10","1,049.14","1,013.06","1,031.10»ó½Â4.60","1,028.40",1.0000
2005.08.26,"1,036.40","1,016.60","1,044.46","1,008.54","1,026.50»ó½Â1.50","1,026.60",1.0000
2005.08.25,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00ÇÏ¶ô-3.50","1,027.70",1.0000
2005.08.24,"1,038.40","1,018.60","1,046.49","1,010.51","1,028.50»ó½Â1.20","1,026.10",1.0000
2005.08.23,"1,037.20","1,017.40","1,045.27","1,009.33","1,027.30»ó½Â4.70","1,025.40",1.0000
2005.08.22,"1,032.50","1,012.70","1,040.49","1,004.71","1,022.60ÇÏ¶ô-5.90","1,022.70",1.0000
2005.08.19,"1,038.40","1,018.60","1,046.49","1,010.51","1,028.50»ó½Â9.80","1,018.60",1.0000
2005.08.18,"1,028.50","1,008.90","1,036.52","1,000.88","1,018.70ÇÏ¶ô-0.30","1,019.20",1.0000
2005.08.17,"1,028.80","1,009.20","1,036.83","1,001.17","1,019.00»ó½Â2.50","1,016.40",1.0000
2005.08.16,"1,026.30","1,006.70","1,034.28",998.72,"1,016.50»ó½Â2.70","1,014.20",1.0000
2005.08.12,"1,023.60","1,004.00","1,031.54",996.06,"1,013.80ÇÏ¶ô-1.10","1,014.40",1.0000
2005.08.11,"1,024.70","1,005.10","1,032.66",997.14,"1,014.90»ó½Â0.20","1,014.90",1.0000
2005.08.10,"1,024.50","1,004.90","1,032.45",996.95,"1,014.70»ó½Â0.20","1,014.60",1.0000
2005.08.09,"1,024.30","1,004.70","1,032.25",996.75,"1,014.50ÇÏ¶ô-0.50","1,017.80",1.0000
2005.08.08,"1,024.80","1,005.20","1,032.76",997.24,"1,015.00»ó½Â1.00","1,013.90",1.0000
2005.08.05,"1,023.80","1,004.20","1,031.74",996.26,"1,014.00»ó½Â2.40","1,011.90",1.0000
2005.08.04,"1,021.40","1,001.80","1,029.30",993.90,"1,011.60ÇÏ¶ô-5.70","1,018.10",1.0000
2005.08.03,"1,027.10","1,007.50","1,035.10",999.50,"1,017.30ÇÏ¶ô-1.70","1,021.50",1.0000
2005.08.02,"1,028.80","1,009.20","1,036.83","1,001.17","1,019.00ÇÏ¶ô-4.00","1,026.70",1.0000
2005.08.01,"1,032.90","1,013.10","1,040.90","1,005.10","1,023.00ÇÏ¶ô-4.50","1,025.70",1.0000
2005.07.29,"1,037.40","1,017.60","1,045.48","1,009.52","1,027.50ÇÏ¶ô-0.50","1,028.30",1.0000
2005.07.28,"1,037.90","1,018.10","1,045.99","1,010.01","1,028.00ÇÏ¶ô-3.10","1,031.20",1.0000
2005.07.27,"1,041.10","1,021.10","1,049.14","1,013.06","1,031.10»ó½Â2.60","1,026.10",1.0000
2005.07.26,"1,038.40","1,018.60","1,046.49","1,010.51","1,028.50»ó½Â4.50","1,023.70",1.0000
2005.07.25,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00»ó½Â3.50","1,022.80",1.0000
2005.07.22,"1,030.30","1,010.70","1,038.35","1,002.65","1,020.50ÇÏ¶ô-16.00","1,036.60",1.0000
2005.07.21,"1,046.50","1,026.50","1,054.63","1,018.37","1,036.50ÇÏ¶ô-6.50","1,042.40",1.0000
2005.07.20,"1,053.10","1,032.90","1,061.25","1,024.75","1,043.00»ó½Â1.00","1,038.20",1.0000
2005.07.19,"1,052.10","1,031.90","1,060.23","1,023.77","1,042.00»ó½Â7.20","1,037.80",1.0000
2005.07.18,"1,044.80","1,024.80","1,052.90","1,016.70","1,034.80ÇÏ¶ô-4.20","1,037.70",1.0000
