ÀÏÀÚ,¼Û±Ý,,ÇöÂû,,¸Å¸Å±âÁØÀ²,±âÁØÈ¯À²,´ë¹ÌÈ¯»êÀ²
,º¸³»½Ç¶§,¹ÞÀ¸½Ç¶§,»ç½Ç¶§,ÆÄ½Ç¶§,(ÀüÀÏ´ëºñ),,
2019.04.08,"1,156.60","1,134.40","1,165.54","1,125.46","1,145.50»ó½Â7.50","1,136.40",1.0000
2019.04.05,"1,149.00","1,127.00","1,157.91","1,118.09","1,138.00","1,135.50",1.0000
2019.04.04,"1,149.00","1,127.00","1,157.91","1,118.09","1,138.00»ó½Â3.00","1,134.90",1.0000
2019.04.03,"1,146.00","1,124.00","1,154.86","1,115.14","1,135.00ÇÏ¶ô-2.00","1,135.80",1.0000
2019.04.02,"1,148.00","1,126.00","1,156.89","1,117.11","1,137.00»ó½Â2.50","1,132.70",1.0000
2019.04.01,"1,145.50","1,123.50","1,154.35","1,114.65","1,134.50ÇÏ¶ô-1.50","1,136.10",1.0000
2019.03.29,"1,147.00","1,125.00","1,155.88","1,116.12","1,136.00ÇÏ¶ô-1.50","1,137.80",1.0000
2019.03.28,"1,148.50","1,126.50","1,157.40","1,117.60","1,137.50»ó½Â1.50","1,134.70",1.0000
2019.03.27,"1,147.00","1,125.00","1,155.88","1,116.12","1,136.00»ó½Â2.00","1,132.10",1.0000
2019.03.26,"1,144.90","1,123.10","1,153.84","1,114.16","1,134.00","1,134.90",1.0000
2019.03.25,"1,144.90","1,123.10","1,153.84","1,114.16","1,134.00","1,129.80",1.0000
2019.03.22,"1,144.90","1,123.10","1,153.84","1,114.16","1,134.00»ó½Â5.50","1,125.80",1.0000
2019.03.21,"1,139.40","1,117.60","1,148.24","1,108.76","1,128.50ÇÏ¶ô-1.50","1,130.40",1.0000
2019.03.20,"1,140.90","1,119.10","1,149.77","1,110.23","1,130.00ÇÏ¶ô-1.00","1,130.90",1.0000
2019.03.19,"1,141.90","1,120.10","1,150.79","1,111.21","1,131.00ÇÏ¶ô-2.00","1,133.70",1.0000
2019.03.18,"1,143.90","1,122.10","1,152.82","1,113.18","1,133.00ÇÏ¶ô-3.50","1,136.10",1.0000
2019.03.15,"1,147.50","1,125.50","1,156.38","1,116.62","1,136.50»ó½Â2.50","1,132.70",1.0000
2019.03.14,"1,144.90","1,123.10","1,153.84","1,114.16","1,134.00»ó½Â1.00","1,131.50",1.0000
2019.03.13,"1,143.90","1,122.10","1,152.82","1,113.18","1,133.00»ó½Â3.00","1,128.70",1.0000
2019.03.12,"1,140.90","1,119.10","1,149.77","1,110.23","1,130.00ÇÏ¶ô-4.00","1,134.50",1.0000
2019.03.11,"1,144.90","1,123.10","1,153.84","1,114.16","1,134.00ÇÏ¶ô-3.00","1,134.00",1.0000
2019.03.08,"1,148.00","1,126.00","1,156.89","1,117.11","1,137.00»ó½Â8.50","1,128.30",1.0000
2019.03.07,"1,139.40","1,117.60","1,148.24","1,108.76","1,128.50ÇÏ¶ô-0.50","1,127.80",1.0000
2019.03.06,"1,139.90","1,118.10","1,148.75","1,109.25","1,129.00»ó½Â2.50","1,125.80",1.0000
2019.03.05,"1,137.40","1,115.60","1,146.21","1,106.79","1,126.50","1,125.00",1.0000
2019.03.04,"1,137.40","1,115.60","1,146.21","1,106.79","1,126.50»ó½Â2.50","1,119.90",1.0000
2019.02.28,"1,134.90","1,113.10","1,143.67","1,104.33","1,124.00»ó½Â5.00","1,117.80",1.0000
2019.02.27,"1,129.80","1,108.20","1,138.58","1,099.42","1,119.00»ó½Â1.00","1,118.30",1.0000
2019.02.26,"1,128.80","1,107.20","1,137.56","1,098.44","1,118.00ÇÏ¶ô-2.00","1,120.80",1.0000
2019.02.25,"1,130.80","1,109.20","1,139.60","1,100.40","1,120.00ÇÏ¶ô-4.50","1,125.70",1.0000
2019.02.22,"1,135.40","1,113.60","1,144.17","1,104.83","1,124.50ÇÏ¶ô-1.00","1,124.40",1.0000
2019.02.21,"1,136.40","1,114.60","1,145.19","1,105.81","1,125.50»ó½Â2.00","1,122.60",1.0000
2019.02.20,"1,134.30","1,112.70","1,143.16","1,103.84","1,123.50ÇÏ¶ô-4.50","1,127.50",1.0000
2019.02.19,"1,138.90","1,117.10","1,147.74","1,108.26","1,128.00»ó½Â2.00","1,124.70",1.0000
2019.02.18,"1,136.90","1,115.10","1,145.70","1,106.30","1,126.00ÇÏ¶ô-3.50","1,127.70",1.0000
2019.02.15,"1,140.40","1,118.60","1,149.26","1,109.74","1,129.50»ó½Â2.00","1,125.00",1.0000
2019.02.14,"1,138.40","1,116.60","1,147.23","1,107.77","1,127.50»ó½Â5.20","1,121.70",1.0000
2019.02.13,"1,133.10","1,111.50","1,141.94","1,102.66","1,122.30ÇÏ¶ô-2.70","1,124.60",1.0000
2019.02.12,"1,135.90","1,114.10","1,144.68","1,105.32","1,125.00ÇÏ¶ô-0.50","1,124.50",1.0000
2019.02.11,"1,136.40","1,114.60","1,145.19","1,105.81","1,125.50»ó½Â2.50","1,124.50",1.0000
2019.02.08,"1,133.80","1,112.20","1,142.65","1,103.35","1,123.00ÇÏ¶ô-3.00","1,123.40",1.0000
2019.02.07,"1,136.90","1,115.10","1,145.70","1,106.30","1,126.00»ó½Â7.50","1,116.80",1.0000
2019.02.01,"1,129.30","1,107.70","1,138.07","1,098.93","1,118.50»ó½Â5.00","1,111.60",1.0000
2019.01.31,"1,124.30","1,102.70","1,132.98","1,094.02","1,113.50ÇÏ¶ô-4.00","1,117.20",1.0000
